tic_id,hostname,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_teff,st_tefferr1,st_tefferr2,sy_dist,pl_letter,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,tran_flag,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2
"TIC 63366281","Kepler-327",0.492000,0.016000,-0.016000,0.591913,0.020356,-0.020356,3799.00,100.00,-100.00,241.98700000,"b",2.54957500000,0.00000600000,-0.00000600000,1.11000000,0.05000000,-0.05000000,1.41000000,,,"M-R relationship",89.77000,,,0.000000,,,1,2454965.60488000,0.00128000,-0.00128000
"TIC 158935283","Kepler-33",1.820000,0.140000,-0.180000,1.291000,0.063000,-0.121000,5904.00,47.00,-47.00,1209.16000000,"b",5.66793000000,0.00012000000,-0.00012000000,1.74000000,0.18000000,-0.18000000,3.68000000,,,"M-R relationship",86.39000,0.96000,-1.62000,0.000000,,,1,2454964.89810000,0.00750000,-0.00750000
"TIC 27014562","Kepler-1455",0.600000,0.026000,-0.038000,0.620000,0.028000,-0.042000,4075.00,61.23,-57.40,357.62100000,"b",49.27676400000,0.00037370000,-0.00037370000,2.16000000,0.15000000,-0.16000000,5.31000000,,,"M-R relationship",89.69300,0.00550,-0.08900,0.000000,,,1,2454990.02543000,0.00625000,-0.00625000
"TIC 239229234","Kepler-353",0.504000,0.016000,-0.016000,0.553000,0.010000,-0.010000,3903.00,100.00,-100.00,384.69400000,"b",5.79527800000,0.00005500000,-0.00005500000,0.89000000,0.06000000,-0.06000000,0.64000000,,,"M-R relationship",87.11000,,,0.000000,,,1,2454969.78197000,0.00569000,-0.00569000
"TIC 431701493","WASP-10",0.698000,0.012000,-0.012000,0.750000,0.040000,-0.028000,4675.00,100.00,-100.00,140.99800000,"b",3.09276160000,0.00001120000,-0.00001120000,12.10600000,0.22400000,-0.22400000,1001.12000000,41.32000000,-34.96000000,"Mass",88.49000,0.22000,-0.17000,0.047300,0.003400,-0.002900,1,2454664.03729500,0.00008200,-0.00008200
"TIC 149603524","WASP-62",1.230000,0.080000,-0.080000,1.110000,0.250000,-0.250000,6230.00,80.00,-80.00,175.63100000,"b",4.41195000000,0.00000300000,-0.00000300000,14.79588000,0.89672000,-0.89672000,165.27160000,25.42640000,-25.42640000,"Mass",88.30000,0.75000,-0.75000,0.000000,,,1,2458851.09933800,0.00002700,-0.00002700
"TIC 176220787","WASP-136",2.210000,0.220000,-0.220000,1.410000,0.070000,-0.070000,6260.00,100.00,-100.00,275.58700000,"b",5.21535700000,0.00000600000,-0.00000600000,15.46842000,1.79344000,-1.79344000,479.92330000,25.42640000,-25.42640000,"Mass",84.70000,1.60000,-1.30000,0.000000,,,1,2456776.90615000,0.00109000,-0.00109000
"TIC 144289338","HD 109749",1.220000,0.090000,-0.090000,1.130000,0.220000,-0.220000,5824.00,,,63.08210000,"b",5.23989100000,0.00009900000,-0.00009900000,11.10000000,,,85.81410000,14.30235000,-14.30235000,"Msini",,,,0.000000,,,0,,,
"TIC 281520119","HD 149143",1.440000,0.080000,-0.080000,1.200000,0.200000,-0.200000,5856.00,,,73.28010000,"b",4.07182000000,0.00001000000,-0.00001000000,13.60000000,,,422.71390000,47.67450000,-47.67450000,"Msini",,,,0.016700,0.004000,-0.004000,0,,,
"TIC 92300251","HD 231701",1.530000,0.200000,-0.200000,1.210000,0.340000,-0.340000,6101.00,,,108.87700000,"b",141.63000000000,0.06700000000,-0.06700000000,13.70000000,,,359.14790000,79.45750000,-79.45750000,"Msini",,,,0.130000,0.032000,-0.032000,0,,,
"TIC 58542531","TOI-1683",0.700000,,,0.694661,,,4402.00,,,51.18840000,"b",3.05753560000,,,2.63820000,0.27638700,-0.27638700,7.45000000,,,"M-R relationship",,,,,,,1,2458816.41152400,0.00050749,-0.00050749
"TIC 159521326","Kepler-213",1.195000,0.223000,-0.223000,1.070000,0.029000,-0.028000,5696.00,100.00,-100.00,634.93900000,"b",2.46236000000,0.00000600000,-0.00000600000,1.62000000,0.31000000,-0.31000000,3.26000000,,,"M-R relationship",89.72000,,,0.000000,,,1,2455004.83986000,0.00142000,-0.00142000
"TIC 268397995","V830 Tau",2.000000,0.200000,-0.200000,1.000000,0.050000,-0.050000,4250.00,50.00,-50.00,130.11100000,"b",4.92700000000,0.00800000000,-0.00800000000,14.00000000,,,222.48100000,38.13960000,-38.13960000,"Mass",55.00000,10.00000,-10.00000,0.000000,,,0,,,
"TIC 399825554","Kepler-52",0.520000,,,0.540000,,,4075.00,,,321.54200000,"b",7.87735650000,0.00003800000,-0.00003800000,2.10000000,,,135.00000000,,,"Mass",89.92000,,,0.000000,,,1,2455009.37692000,0.00150000,-0.00150000
"TIC 26814955","Kepler-166",0.742000,0.382000,-0.382000,0.811000,0.025000,-0.030000,5413.00,200.00,-200.00,603.53000000,"c",34.26028100000,0.00012400000,-0.00012400000,2.38000000,1.23000000,-1.23000000,6.26000000,,,"M-R relationship",89.99000,,,0.000000,,,1,2455016.22653000,0.00208000,-0.00208000
"TIC 467929202","GJ 1214",0.216200,0.002500,-0.002400,0.182000,0.004200,-0.004100,3101.00,43.00,-43.00,14.64270000,"b",1.58040453100,0.00000001800,-0.00000001700,2.73300000,0.03300000,-0.03100000,8.41000000,0.36000000,-0.35000000,"Mass",88.98000,0.09400,-0.08500,0.006200,0.007900,-0.004400,1,2459639.78126190,0.00000900,-0.00000890
"TIC 420779000","HAT-P-26",0.870000,0.050000,-0.050000,1.120000,0.360000,-0.360000,5079.00,88.00,-88.00,141.83700000,"b",4.23452000000,0.00001500000,-0.00001500000,7.06167000,0.44836000,-0.44836000,22.24810000,6.35660000,-6.35660000,"Mass",88.60000,0.70000,-0.70000,0.120000,0.060000,-0.060000,1,2456901.05945800,0.00009400,-0.00009400
"TIC 49064384","GJ 3634",0.430000,0.030000,-0.030000,0.450000,0.050000,-0.050000,3517.00,157.00,-157.00,20.37790000,"b",2.64561000000,0.00066000000,-0.00066000000,2.83000000,,,8.40000000,4.00000000,-1.50000000,"Mass",59.00000,18.00000,-24.00000,0.080000,0.094000,-0.057000,0,,,
"TIC 138294130","HAT-P-4",1.596000,0.060000,-0.075000,1.248000,0.070000,-0.120000,5860.00,80.00,-80.00,320.45100000,"b",3.05653600000,,,14.28000000,0.54900000,-0.67300000,213.25500000,10.48800000,-13.98400000,"Mass",89.91000,0.09000,-2.20000,0.000000,,,1,2455584.57238000,0.00018000,-0.00018000
"TIC 465144510","OGLE-TR-132",1.320000,0.170000,-0.120000,1.305000,0.075000,-0.067000,6210.00,75.00,-75.00,2012.62000000,"b",1.68986800000,,,13.45000000,1.68000000,-1.23000000,375.02000000,44.49000000,-41.32000000,"Mass",83.40000,2.90000,-1.30000,0.600000,,,1,2453142.58884000,0.00009000,-0.00009000
"TIC 1425441246","OGLE-TR-56",1.363000,0.089000,-0.086000,1.228000,0.072000,-0.078000,6050.00,100.00,-100.00,282.83913869,"b",1.21191890000,,,15.27800000,1.03100000,-1.00900000,441.77000000,57.21000000,-54.03000000,"Mass",77.60000,0.91000,-1.00000,0.000000,,,1,2454995.81093000,0.00031000,-0.00031000
"TIC 164884002","Kepler-55",0.580000,,,0.620000,,,4362.00,,,578.79600000,"b",27.94814490000,0.00024000000,-0.00024000000,2.43000000,,,43.00000000,37.20000000,-18.00000000,"Mass",89.94000,,,0.000000,,,1,2455011.79598000,0.00310000,-0.00310000
"TIC 21744120","HAT-P-18",0.749000,0.037000,-0.037000,0.770000,0.031000,-0.031000,4803.00,80.00,-80.00,161.40000000,"b",5.50802300000,0.00000600000,-0.00000600000,11.15300000,0.58300000,-0.58300000,62.61000000,4.13200000,-4.13200000,"Mass",88.80000,0.30000,-0.30000,0.084000,0.048000,-0.048000,1,2454715.02174000,0.00020000,-0.00020000
"TIC 158992508","Kepler-46",0.938000,0.038000,-0.039000,0.902000,0.040000,-0.038000,5155.00,105.00,-105.00,777.06000000,"b",33.60134000000,0.00021000000,-0.00020000000,9.05700000,0.47100000,-0.48200000,1907.00000000,,,"Mass",89.03800,0.07500,-0.06700,0.010000,0.010000,-0.010000,1,2455053.28260000,0.00130000,-0.00140000
"TIC 138488806","WTS-1",1.150000,0.100000,-0.120000,1.200000,0.100000,-0.100000,6250.00,200.00,-200.00,2346.01000000,"b",3.35205700000,0.00001300000,-0.00001500000,16.70000000,1.79000000,-2.02000000,1274.44000000,111.24000000,-111.24000000,"Mass",85.50000,1.00000,-0.70000,0.100000,,,1,2454318.74720000,0.00430000,-0.00360000
"TIC 144730053","HD 37605",0.910000,0.050000,-0.050000,0.940000,0.150000,-0.150000,5329.00,,,46.78640000,"b",55.01292000000,0.00062000000,-0.00062000000,13.20000000,,,854.96270000,95.34900000,-95.34900000,"Msini",,,,0.674500,0.001900,-0.001900,0,,,
"TIC 113810736","HIP 14810",1.070000,0.080000,-0.080000,1.010000,0.190000,-0.190000,5544.00,,,50.48000000,"b",6.67389200000,0.00000800000,-0.00000800000,13.00000000,,,1239.53700000,155.73670000,-155.73670000,"Msini",,,,0.143990,0.000870,-0.000870,0,,,
"TIC 113810736","HIP 14810",1.070000,0.080000,-0.080000,1.010000,0.190000,-0.190000,5544.00,,,50.48000000,"c",147.74700000000,0.02900000000,-0.02900000000,13.60000000,,,416.35730000,57.20940000,-57.20940000,"Msini",,,,0.156600,0.009900,-0.009900,0,,,
"TIC 77490014","HD 17674",1.180000,0.100000,-0.100000,0.980000,0.100000,-0.100000,5904.00,22.00,-22.00,44.42640000,"b",623.80000000000,1.60000000000,-1.50000000000,13.90000000,,,276.51210000,22.24810000,-19.06980000,"Msini",,,,0.130000,,,0,,,
"TIC 333657795","HD 20329",1.130000,0.020000,-0.020000,0.900000,0.050000,-0.050000,5596.00,50.00,-50.00,63.67960000,"b",0.92611800000,0.00005000000,-0.00004300000,1.72000000,0.07000000,-0.07000000,7.42000000,1.09000000,-1.09000000,"Mass",76.01000,0.46000,-0.46000,0.000000,,,1,2459472.14321000,0.00082000,-0.00075000
"TIC 307606851","HD 135344 A",1.500000,0.010000,-0.010000,2.320000,0.319645,-0.340902,9540.00,100.00,-100.00,141.59500000,"b",,,,16.25302201,0.67253884,-0.33626942,3178.28407000,444.95976980,-603.87397330,"Mass",73.60000,2.80000,-4.70000,0.500000,0.200000,-0.200000,0,,,
"TIC 184240683","WASP-5",1.029000,0.056000,-0.069000,0.960000,0.130000,-0.090000,5700.00,100.00,-100.00,309.13700000,"b",1.62842790000,0.00000220000,-0.00000490000,12.18400000,0.76200000,-0.79600000,502.15000000,41.32000000,-31.78000000,"Mass",86.90000,2.80000,-0.70000,0.038000,0.026000,-0.018000,1,2454373.99598000,0.00025000,-0.00019000
,"OGLE-2015-BLG-0051L",,,,0.100000,0.090000,-0.010000,,,,8200.00000000,"b",,,,14.00000000,,,230.00000000,210.00000000,-20.00000000,"Mass",,,,,,,0,,,
"TIC 53728859","HAT-P-28",1.103000,0.091000,-0.069000,1.025000,0.047000,-0.047000,5680.00,90.00,-90.00,401.31900000,"b",3.25721500000,0.00000700000,-0.00000700000,13.58500000,1.26700000,-0.91900000,198.95300000,11.75900000,-11.75900000,"Mass",88.00000,0.90000,-0.90000,0.051000,0.033000,-0.033000,1,2455417.59832000,0.00053000,-0.00053000
"TIC 21535479","47 UMa",1.213340,0.038883,-0.058353,1.060000,0.128402,-0.137608,5872.00,92.94,-113.53,13.79670000,"b",1078.00000000000,2.00000000000,-2.00000000000,13.20000000,,,804.08000000,22.25000000,-19.07000000,"Msini",,,,0.032000,0.014000,-0.014000,0,2454415.60000000,3.00000000,-2.90000000
"TIC 21535479","47 UMa",1.213340,0.038883,-0.058353,1.060000,0.128402,-0.137608,5872.00,92.94,-113.53,13.79670000,"c",2391.00000000000,100.00000000000,-87.00000000000,14.20000000,,,171.62100000,20.97600000,-23.20100000,"Msini",,,,0.098000,0.047000,-0.096000,0,2455651.00000000,59.00000000,-46.00000000
"TIC 33355302","BD-08 2823",0.710000,0.040000,-0.040000,0.740000,0.070000,-0.070000,4746.00,63.00,-63.00,41.33420000,"c",237.60000000000,1.50000000000,-1.50000000000,12.50000000,,,104.00000000,10.00000000,-10.00000000,"Msini",,,,0.190000,0.090000,-0.090000,0,,,
"TIC 374859347","HD 40307",0.716684,0.059818,-0.047911,0.770000,0.050000,-0.050000,4956.00,50.00,-50.00,12.93630000,"b",4.31230000000,0.00110000000,-0.00120000000,1.83000000,,,4.00000000,0.80000000,-0.70000000,"Msini",,,,0.200000,0.140000,-0.160000,0,,,
"TIC 374859347","HD 40307",0.716684,0.059818,-0.047911,0.770000,0.050000,-0.050000,4956.00,50.00,-50.00,12.93630000,"f",51.76000000000,0.50000000000,-0.46000000000,2.13000000,,,5.20000000,1.50000000,-1.60000000,"Msini",,,,0.020000,0.200000,-0.020000,0,,,
"TIC 91051152","WASP-59",0.613000,0.044000,-0.044000,0.719000,0.035000,-0.035000,4650.00,150.00,-150.00,115.93600000,"b",7.91958500000,0.00001000000,-0.00001000000,8.68700000,0.76200000,-0.76200000,274.27600000,14.30200000,-14.30200000,"Mass",89.27000,0.52000,-0.52000,0.100000,0.042000,-0.042000,1,2455830.95559000,0.00053000,-0.00053000
"TIC 466222634","HD 190984",1.530000,,,0.910000,,,5988.00,25.00,-25.00,148.18700000,"b",4885.00000000000,1600.00000000000,-1600.00000000000,13.00000000,,,1137.82569706,381.39408840,-143.02278315,"Mass",64.00000,18.00000,-23.00000,0.570000,0.100000,-0.100000,0,,,
"TIC 113810736","HIP 14810",1.070000,0.080000,-0.080000,1.010000,0.190000,-0.190000,5544.00,,,50.48000000,"d",981.80000000000,6.90000000000,-6.90000000000,14.10000000,,,187.51970000,31.78300000,-31.78300000,"Msini",,,,0.185000,0.035000,-0.035000,0,,,
"TIC 53895723","HD 207832",0.890000,0.050000,-0.050000,1.050000,0.170000,-0.170000,5726.00,,,58.92910000,"b",160.07000000000,0.23000000000,-0.23000000000,14.20000000,,,177.98480000,28.92253000,-28.92253000,"Msini",,,,0.197000,0.053000,-0.053000,0,,,
"TIC 57983992","HD 1605",3.490000,0.220000,-0.220000,1.330000,0.090000,-0.090000,4915.00,,,88.80470000,"b",577.20000000000,2.50000000000,-2.50000000000,13.80000000,,,296.85322000,25.10857000,-25.10857000,"Msini",,,,0.095000,0.057000,-0.057000,0,,,
"TIC 77534376","USco1556 A",0.668108,0.020424,-0.020424,0.330000,0.070000,-0.070000,3410.00,100.00,-100.00,140.63500000,"b",,,,12.30000000,,,4767.45000000,635.66000000,-635.66000000,"Mass",,,,,,,0,,,
"TIC 270695184","Kepler-283",0.566000,0.024000,-0.024000,0.596000,0.015000,-0.015000,4351.00,100.00,-100.00,468.09400000,"b",11.00815100000,0.00002900000,-0.00002900000,2.13000000,0.26000000,-0.26000000,5.18000000,,,"M-R relationship",89.97000,,,0.000000,,,1,2454976.22626000,0.00142000,-0.00142000
"TIC 169397663","HD 33142",4.170000,0.030000,-0.070000,1.520000,0.030000,-0.030000,5025.40,23.60,-15.50,121.37500000,"b",330.00000000000,0.40000000000,-0.40000000000,13.70000000,,,400.46379282,15.89142035,-15.89142035,"Msini",,,,0.049000,0.032000,-0.030000,0,,,
"TIC 130502317","CoRoT-6",1.025000,0.026000,-0.026000,1.050000,0.050000,-0.050000,6090.00,70.00,-70.00,645.29400000,"b",8.88659300000,0.00000400000,-0.00000400000,13.06800000,0.39200000,-0.39200000,940.74000000,108.06000000,-108.06000000,"Mass",89.07000,0.30000,-0.30000,0.100000,,,1,2454595.61440000,0.00020000,-0.00020000
"TIC 442623945","GQ Lup",1.941530,,,0.700000,,,4360.00,134.00,-134.00,151.16900000,"b",,,,33.60000000,5.60000000,-5.60000000,6356.00000000,,,"Mass",,,,,,,0,,,
"TIC 32448045","HD 110014",20.900000,1.100000,-1.100000,2.170000,0.280000,-0.280000,4445.00,70.00,-70.00,100.75800000,"b",835.47700000000,6.04000000000,-6.04000000000,12.40000000,,,3524.59000000,317.82000000,-317.82000000,"Msini",,,,0.462000,0.069000,-0.069000,0,,,
"TIC 180205814","HD 103774",1.581047,0.050143,-0.042346,1.335000,0.030000,-0.030000,6489.00,77.00,-77.00,56.40890000,"b",5.88810000000,0.00050000000,-0.00050000000,13.30000000,,,116.00000000,7.00000000,-7.00000000,"Msini",,,,0.090000,0.040000,-0.040000,0,,,
"TIC 429301734","HD 109271",1.294595,0.022541,-0.019857,1.047000,0.024000,-0.024000,5783.00,62.00,-62.00,55.87160000,"b",7.85430000000,0.00090000000,-0.00090000000,4.31000000,,,17.16200000,1.27100000,-1.27100000,"Msini",,,,0.250000,0.080000,-0.080000,0,,,
"TIC 229137615","HD 10647",1.100000,0.020000,-0.020000,1.110000,0.020000,-0.020000,6218.00,20.00,-20.00,17.33570000,"b",989.20000000000,8.10000000000,-8.10000000000,13.80000000,,,298.75000000,25.43000000,-25.43000000,"Msini",,,,0.150000,0.080000,-0.080000,0,,,
"TIC 57983992","HD 1605",3.490000,0.220000,-0.220000,1.330000,0.090000,-0.090000,4915.00,,,88.80470000,"c",2149.00000000000,16.00000000000,-16.00000000000,13.00000000,,,1150.54460000,73.10090000,-73.10090000,"Msini",,,,0.099000,0.011000,-0.011000,0,,,
"TIC 323319664","HD 148164",1.340000,0.100000,-0.100000,1.210000,0.240000,-0.240000,6032.00,,,77.19710000,"b",328.55000000000,0.41000000000,-0.41000000000,13.70000000,,,390.93090000,79.45750000,-79.45750000,"Msini",,,,0.587000,0.026000,-0.026000,0,,,
"TIC 336634601","HD 211810",1.130000,1.130000,-1.130000,1.030000,0.020000,-0.020000,5652.00,,,64.63530000,"b",1558.00000000000,22.00000000000,-22.00000000000,14.00000000,,,212.94610000,139.84520000,-139.84520000,"Msini",,,,0.680000,0.140000,-0.140000,0,,,
"TIC 137636895","Kepler-356",1.335000,0.243000,-0.243000,1.163000,0.031000,-0.036000,6133.00,100.00,-100.00,707.55900000,"c",13.12163200000,0.00008800000,-0.00008800000,1.81000000,0.33000000,-0.33000000,3.93000000,,,"M-R relationship",87.29000,,,0.000000,,,1,2454966.39310000,0.00407000,-0.00407000
"TIC 350814607","Kepler-968",0.667000,0.012000,-0.012000,0.681000,0.025000,-0.024000,4413.00,75.00,-69.00,290.32400000,"d",7.68500000000,,,2.58000000,0.23000000,-0.22000000,11.02000000,,,"Mass",86.87000,,,0.000000,,,1,2454966.35970200,0.00071900,-0.00071900
"TIC 175402069","NY Vir",0.151000,0.001000,-0.001000,0.459000,0.010000,-0.010000,32780.00,200.00,-200.00,544.02400000,"b",3160.00000000000,62.00000000000,-62.00000000000,13.30000000,,,730.97800000,95.34500000,-95.34500000,"Mass",,,,0.150000,0.080000,-0.080000,0,,,
,"KMT-2024-BLG-1044L",,,,0.069000,0.080000,-0.036000,,,,7140.00000000,"b",,,,2.70000000,,,7.75000000,12.03000000,-4.04000000,"Mass",,,,,,,0,,,
"TIC 268634769","HIP 5158",0.750000,0.060000,-0.060000,0.780000,0.021000,-0.021000,4962.00,89.00,-89.00,51.60260000,"b",345.72000000000,5.37000000000,-5.37000000000,13.60000000,,,451.00000000,,,"Msini",,,,0.520000,0.080000,-0.080000,0,,,
"TIC 61397572","HD 134987",1.250000,0.040000,-0.040000,1.100000,0.070000,-0.040000,5585.00,50.00,-50.00,26.18040000,"c",5000.00000000000,400.00000000000,-400.00000000000,13.90000000,,,260.00000000,10.00000000,-10.00000000,"Msini",,,,0.120000,0.020000,-0.020000,0,2455060.00000000,140.00000000,-150.00000000
,"KMT-2022-BLG-1790L",,,,0.580000,0.320000,-0.300000,,,,6480.00000000,"b",,,,13.50000000,,,549.84314411,301.93698665,-282.86728223,"Mass",,,,,,,0,,,
"TIC 52640302","WASP-64",1.058000,0.025000,-0.025000,1.004000,0.028000,-0.028000,5400.00,100.00,-100.00,369.92600000,"b",1.57329180000,0.00000150000,-0.00000150000,14.24700000,0.43700000,-0.43700000,403.94500000,21.61200000,-21.61200000,"Mass",86.57000,0.80000,-0.60000,0.000000,,,1,2455582.60169000,0.00027000,-0.00027000
"TIC 170348142","PH1",1.734000,0.044000,-0.044000,1.528000,0.087000,-0.087000,6407.00,150.00,-150.00,1033.16000000,"b",138.31700000000,0.04000000000,-0.02700000000,6.18000000,0.17000000,-0.17000000,169.00000000,,,"Mass",90.05000,0.05300,-0.05300,0.070200,0.002900,-0.003900,1,2455074.49000000,0.05200000,-0.03600000
"TIC 48304302","Kepler-297",0.915000,0.165000,-0.165000,0.927000,0.025000,-0.034000,5619.00,100.00,-100.00,692.14000000,"b",38.87182600000,0.00015300000,-0.00015300000,2.87000000,0.52000000,-0.52000000,48.50000000,11.20000000,-7.00000000,"Mass",89.97000,,,0.000000,,,1,2455004.28713000,0.00209000,-0.00209000
"TIC 158555483","Kepler-160",1.118000,0.015000,-0.045000,1.003000,0.036000,-0.034000,5471.00,115.00,-37.00,937.01300000,"d",30.00000000000,20.00000000000,-23.00000000000,,,,100.00000000,,,"Mass",86.90000,2.00000,-2.10000,,,,0,,,
"TIC 269701147","HD 191939",0.940000,0.020000,-0.020000,0.810000,0.040000,-0.040000,5348.00,100.00,-100.00,53.60890000,"c",28.57974300000,0.00004500000,-0.00004500000,3.19500000,0.07500000,-0.07500000,8.00000000,1.00000000,-1.00000000,"Mass",89.10000,0.06000,-0.08000,0.034000,0.034000,-0.013000,1,2459440.54910000,0.00110000,-0.00070000
,"PSR B1257+12",,,,1.400000,,,,,,600.00000000,"b",25.26200000000,0.00300000000,-0.00300000000,0.33800000,,,0.02000000,0.00200000,-0.00200000,"Mass",50.00000,,,0.000000,,,0,,,
,"PSR B1257+12",,,,1.400000,,,,,,600.00000000,"d",98.21140000000,0.00020000000,-0.00020000000,1.80000000,,,3.90000000,0.20000000,-0.20000000,"Mass",47.00000,3.00000,-3.00000,0.026400,0.000900,-0.000900,0,,,
"TIC 158729099","Kepler-1178",0.750000,0.034000,-0.042000,0.800000,0.038000,-0.045000,4990.00,58.43,-68.54,482.28700000,"b",31.80634000000,0.00038570000,-0.00038570000,1.07000000,0.06000000,-0.08000000,1.24000000,,,"M-R relationship",89.50000,,,0.000000,,,1,2454983.66430000,0.01040000,-0.01040000
"TIC 275573748","Kepler-805",1.650000,0.055000,-0.050000,1.190000,0.074000,-0.039000,6112.00,55.03,-66.37,638.49000000,"b",30.86389310000,0.00012590000,-0.00012590000,2.89000000,0.13000000,-0.25000000,8.70000000,,,"M-R relationship",85.76000,,,0.000000,,,1,2454995.88300000,0.00330000,-0.00330000
"TIC 120103325","Kepler-158",0.668000,0.054000,-0.059000,0.656000,0.073000,-0.049000,4895.97,,,315.17700000,"d",0.64508800000,0.00000200000,-0.00000200000,0.43000000,0.05000000,-0.05000000,0.04720000,,,"M-R relationship",,,,,,,1,2454833.05200000,0.00300000,-0.00300000
"TIC 38136597","K2-368",0.663000,0.047000,-0.045000,0.746000,0.334000,-0.232000,4663.00,138.00,-138.00,206.60800000,"d",20.20108500000,0.00235400000,-0.00273600000,1.94800000,0.15200000,-0.14300000,4.45000000,,,"M-R relationship",,,,,,,1,2456988.53740000,0.00260000,-0.00180000
"TIC 225317852","HD 148156",1.210000,0.030000,-0.030000,1.220000,,,6308.00,28.00,-28.00,57.12890000,"b",1027.00000000000,28.00000000000,-28.00000000000,13.90000000,,,270.14400000,212.93700000,-15.89080000,"Msini",,,,0.520000,0.040000,-0.090000,0,,,
